id,identity_key,ip,location,lat,lon,country,iso3,version
2517,FZDQKSV5RGH3isfgubx3TS6H3dqTxvj8Xaf1U3ckhT48,188.166.86.208:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2520,3t4qSUi7fochzgw5d1VvRTZvnrq8QzCeU6nQoJS5LTMD,78.47.45.208:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2524,9VQrhog6h4D2VSJQCiFPdXtHm5snYCyZxzmk7XMddRkh,135.181.150.181:1789,Kyiv,50.45,30.5236,Ukraine,UKR,0.10.1
2528,Bu6QjiFLzXPsbXv5xnQfCRWxNmTTswkJmMX3ukqnFYi3,178.62.229.147:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2533,6oe7eEVH5XT8u43tB515BczaEbThoy55oh91FyhVpgGE,157.230.116.254:1789,Lviv,49.8419,24.0315,Ukraine,UKR,0.10.1
2534,7sEXESuXh6tcvirejGUFGfrn2Ft7T3uAGjGcuQ86TYyN,188.166.33.79:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2537,AXN8M2DLBYhwigbgne4Af1WCtbAP7kEthCUAiFnNdjFv,62.171.158.122:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
2538,3ScN67D3H7nnXW2WxfLf5YPmU2vnynykdwPTbe9PYUzE,136.244.98.113:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2539,5EZGHQkCKRgYwzoGkYvHVKWqTysBG357gbkSRFzRZXR3,178.63.126.123:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
2541,7gtoEzSTwz1D3rXQRATT4of12erGLLj8FUZqxZEKXfpj,188.166.83.150:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2542,FV6W3eckH7sLLE6eNWRPMGahiX56jUm3orNMP1Knn615,[2a01:4f8:c17:c4e4::1]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2544,5LvaXwanTfr1USRDc2VpjRLjXeTvsWeMBnnrwFZXieMr,94.130.184.244:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2550,6WBUsvg9wsmPUJBQ97EScbH1nohSs1kCtdhEnfShqR6v,161.97.133.129:1789,Düsseldorf,51.2311,6.7724,Germany,DEU,0.10.1
2554,335RmfZzVsE2NkbkuBQHJEegBEExXakGwuXhCxyHrkcK,64.227.71.106:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2555,HQEVGCVeQaYaJUxUoZj6pCfbziqrYsDDzhtsF73aGM9U,75.119.150.42:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
2556,6EnygeQ2FrDeffH9b8Ai7cbnfAegASg7z7Mhp4jUM8Pq,78.47.109.188:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2558,Ch5W9Uicvo5tfpc5Ax9pjnG1Ufci1nmpC1QBgoZjDttD,172.104.184.30:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2560,EvfCjcFAGproGCXtxPZeoN6u9i9u1NBAjbMHAwEsXwkc,138.68.92.83:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2561,8Roz7GSGnLch6B1z7kdiMPvgMZr8445Sm6vmBhB2aCr9,165.227.175.211:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2562,8Vzug3KX8u4vkVCfKT4u7qj5ZTCbanANmSHH6C24gPK7,62.171.159.119:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
2566,3qmXhcBpQuvJgcpWm3xwvdv7sCVAWEANZwQYnzmGnByd,91.243.86.33:1789,Warsaw,52.2167,21.0333,Poland,POL,0.10.1
2567,BaM3DWpQ8nXT7sXx8DbU6V7rR37kDec2T76JaC23Y3Me,161.97.138.3:1789,Düsseldorf,51.2311,6.7724,Germany,DEU,0.10.1
2575,Chgy5zq53t6MkU43xRw4SqS9wGtiEsk6eutjPczf8Tqx,64.225.65.229:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2576,ANK7bEqmies5FKjAgYmBNr7fYWiQKChqAd3g4qaV2tHR,136.244.116.86:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
2577,54TpgeTjxTdJ5UoP6NBf2Ed4ar9A4Kcjp7DpTAReWGXo,188.166.113.36:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2579,FTKYN9WLy27DUaT6qF5LkwTbepAUWVNkHWtzoxT3qva3,[2a01:4f9:c011:3c18::9]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2580,66ymzx7CDKfSZcmZzyXESx9AT6hAz9JQV4CwzadWs4Jx,206.189.14.155:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2581,nAQ3nMnPQnWita4ygRVzsKCavFzegSwLRxRBM4kj31L,[2a01:4f9:c010:ddc9::6]:1789,Toulouse,43.6045,1.444,France,FRA,0.10.1
2584,FfHz73bjffV3bEcNpmSq6wvNmcCDLs2TH9g11g72Fvse,188.166.17.58:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2589,2UpCgmZxT2wpBJZdpwhm9cm3ihkA5RzrQNzL7GqFRtuK,[2a05:f480:1800:b2:5400:3ff:fe67:85e7]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2591,7A4FMALKSMfNLynv193ed2qTjj5z3Vr7doxpYpWvdDiF,167.99.40.118:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2596,CidjXgiJtN1nHP3AMk3pGVaf9x7TVAaQnVuYxdykVrek,162.55.39.48:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2599,8fPicTQgZAK3V43eMivirwt76sNGu5fXTMNM3yy2YpYG,178.62.217.186:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2601,4tke6pb8TJ81QPSTTWXa6xs4J7utNDTVbVNcGY9kQ8ms,138.68.138.66:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2603,BafLagBGKXDJhUkixxJ3HYW1bvkxSihc6AZNBmJDionx,195.201.39.42:1789,Gunzenhausen,49.1147,10.7542,Germany,DEU,0.10.1
2607,CXqMcU3TxwCP9eEpZM8gXXhPKedsfg9J6Ft5KBNFdCm8,138.68.180.39:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2608,6iRPuPd8J5X7E6omgZPp46qbnPpfxWShYaR86frf19AT,165.227.142.167:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2612,AVoXNkYbG6ehNWw3cPUWm2LWmoMAzGUvzAoJP81ErXD2,[2a01:4f9:c011:38ae::18]:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2613,kMEQ9xjSayv8Fyc6acdoi3QbQLXFpDzXafR1W6SC7MB,178.62.93.148:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2616,8CbJdVCwv6LrK7GrGwWRU9wetyN4zX8bnCowPvN7Qgq9,[2001:19f0:6c01:27a2:5400:3ff:fe67:71e7]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2617,2o3zHYC8YsgY6iohChzXYbnkMcBJqx547riHpFtvrXEx,194.163.129.224:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
2619,GmHmyYSCrFeAVudQSJo2KAoDBj8FLEzAMXUkXXrgfbnV,[2a01:4f9:c010:82cf::18]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2620,5cBgnPJgAUi24Mxk8qtwgdEifGjekWLvKe3FGcSUCq3R,188.34.198.55:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2622,9X3sEBpGw7kXyLkwv6Z4Xjr8pBgB8vmTYCUbXxQ1b127,157.90.29.150:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2630,BwSDrvmc972cN2tbZjwXYUoYNskraK8sVHkdeGeJmNqJ,104.248.202.45:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2632,BgvLrhDDptXshmt2V9RcN5ekoRBjW7k7z2x1Z8vgaQ9E,188.227.107.126:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2633,Bu2isMKt4eW1MjnBuiSMvzLki3Niy7JziJ6iYjfZSKnt,188.166.6.234:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2634,ApkwP7YAVB3yReDzyYqvd2WLt53ny6ZPzYECrZx9tTqP,165.22.195.166:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2635,DH1Ln3gc4oUTqrhKbKur7SVCvv7BuWTrsYiyMAcQroHi,165.22.203.159:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2639,Gyk4Acr8n3QSxSSx8uGP3CuSDAvav9AvXRc8rMtaSHCu,162.55.161.114:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2643,AYeGqWgrwW9o3NjDqEtqdbhL63PC5MyR9cbujL7outX1,162.55.36.255:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2644,YDp42kTDFFvUMEd2h87LkvuiWKbDiZCg1P2DiLNoNd1,188.166.4.175:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2645,EFu5ohxTSi1Y7bzQ8wStfuazsHdjQfm4SbmqTDP766xw,134.122.58.84:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2646,Er4iDW9acoqAAY7K1NM6ta3JKnkPvsw3tWTkbR2JWKzs,167.172.181.248:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2649,HZyBviF2Mim7EcHep64QKG75uX3AP6qtDEhHm8NSMER5,[2a01:4f9:c010:59db::3]:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2652,6dErV7VGHYHX8qAx53bzVRMPKtAoUk6EkDcDJVhHxVp2,168.119.63.55:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2657,CcpEhyY5rPPy6uAqkKKUK5XUiELRGMfu6EHg9JfxJSih,134.209.233.57:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2666,2nHnwGgEiGmt9QT1aWmt2bMRT4pwLEPyQH9DLkiJB7w9,178.128.243.184:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2667,GCi8an9QK1auaYaB7ksMJwwRubADqo12Znc6fuyKPtZt,[2a01:4f9:c010:6912::12]:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2668,74PbYTUnjvU2NG62Kpp1y3FmsMXhUhBg69mCbFkDCQTh,138.201.186.164:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2669,4AUk1pPSxwfWW1ruVEKcP6riLuYPdEasgqp2VmfqTq3d,167.172.39.153:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2671,4BU3NDKuQzdRoc1VAsh71tWQfBdY99j6H274nbpVhMGj,78.141.192.222:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2673,P4RBoGpZMjJH2zJzxTKrUxiJ1DsWwK19LfnGhirZF1a,138.68.72.58:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2674,HgLSjmGSP4vjXH3ZV8n2w5wmcWwPYFRVZ7vXchphgDgV,64.227.66.15:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2676,GM1rqskbttza13dpigr7mA3DxFZBq2hbKmtScn75MeWX,159.65.56.114:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2679,AYoRFLud7KBEnU7NQYRLrs6Vny4cjQ7wYYHrrLFL95kb,164.90.173.120:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2682,8k6T6rrt77GrXgbHj4X19PVW7X5yhN2yLryyHkmxh7uw,167.99.215.116:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2683,5vRzTKoNKqzACsGau6yjNsDQ96swjd5maeoPgaV2RugC,206.189.56.211:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2686,Hhnrz4JL1t9Nio7fhucnmuJBS7V2xyJJn744opReciZQ,188.166.55.203:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2687,4nyKoXPvqCHoY3LJcU8j6HUTeAeohDEotvEqCgonuArv,88.198.179.183:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2688,Fj3UHyrzyNTnL8ooN75cb8qRiQ2Ro9S7EbJDaTfPCUYx,94.130.76.82:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2692,9PPfQ7y41FEeGxpE7VET7eopDxtAQhdyhwyte6iTKSge,159.65.203.224:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2694,7CkB6B9YjMqU4Ga4LN52erpoaKbGtemxDDPdni7iLtN2,188.40.243.155:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
2700,xYLoy986VgFTETXKH3JXuqdMMhCbZDpakBxsNWSXv91,206.189.11.125:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2703,2ttzD1Hrga3zMd8jUxPumgN1wQo6a9i5LLJdckHwqMax,68.183.218.76:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2706,BxgGdnQSojN46QymPPYmhB7tjjCTYACXEuw3NNcHRXva,[2a01:4f9:c010:59db::4]:1789,Barcelona,41.3825,2.1769,Spain,ESP,0.10.1
2708,NxoViNrFYcPMw4W48mffBXiQqxfXtyEY8Ub3s8EQdC7,[2a01:4f8:c17:d55a::12]:1789,Barcelona,41.3825,2.1769,Spain,ESP,0.10.1
2712,6cLSfxmfKo5bKjKPzhgjaam5EP7dJEN7cdwWh2SSJVky,188.166.70.105:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2714,qMofKqUWV3Hz2DGcKbaB4UnY9xzJsnuqtTQbPy4Bfbc,139.59.208.250:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2718,7uEW3mUinf4GVjwnRQ4nc8LoBd5zgj2cBiapvniojuJQ,95.179.153.191:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2725,Bq11hzEh5jFuX2vc7ADHC4mZ2hHXi98g6tnHNBit36xi,167.99.36.133:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2727,HjNNamX9aYTjLDinPZYjfHPuQr5GPKwP3FB4711Pa9aQ,136.244.96.85:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2733,6iRUTNDXwUDT3FkUiX9esT3iNsXXpqEERBnJT1KYbo5a,95.179.243.116:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2735,7FkcTBWn47d9iURg85y9wE5vvMPCjy9RkVxneuKTMgNh,68.183.68.25:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2736,8E1DudRDR8N55Z2DHPdK9US6JDbEQwYGiSNHK6yUf8Q2,79.133.120.10:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
2741,DGEuaU2X8ztteNRT3yjXcv1esRZwEVjQfXyBa91Zdf6q,[2a01:4f9:c011:38ae::8]:1789,Toulouse,43.6045,1.444,France,FRA,0.10.1
2751,XZ6Zrnaqt8c6tPDYUFpWAzthJnM9e28mNTNL9QptquK,94.130.168.5:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2752,85XVifnHCzVq9HFi6K9MyzGa9bf118W9MVNzJNPmHjva,162.55.47.218:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2755,6DvHCpqiJ7oBZcpLk6g79eYnBSd9Qf8nmiCEqHVRXANd,128.199.56.16:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2756,EF8Km6wgaiv6e7dHawLZC6bj9XUhuekMyw4y2c2BLMpW,188.166.24.66:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2759,EfgzFtLf9EYYKvnz7shVwKXYYA4yBGAUhHy47QHDvsk2,135.181.149.63:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2760,AkVCS3gKEvrKd7yKvHftb75RSziKbH4VG4hrep5S7RM2,188.166.79.228:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2761,9TE3fz78BCzKQMwyqDpYgqPvTRhaP5xW3iiSor9SiRVK,62.141.38.26:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2763,AqWzMPTbdnqKgRtSbkaQCatKVDfVjDeyB3iV2PCRCrmj,161.35.146.130:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2765,9hMAwTChSd85NGGwQ87ri7fcMGYisQSH47k9hXUiCagn,134.209.89.14:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2769,Fko3FDxsH2N61NaB5pQafFBpNWSuvdHuN6oq6yYm6vxh,[2a01:4f8:c17:2601::15]:1789,Toulouse,43.6045,1.444,France,FRA,0.10.1
2773,FyQkbDsC3B45aU7PZLVQCr5ryDagYUdKin21pgz8acjX,144.126.208.171:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2774,F8dMdwkKYybwDFoYyZgHPTfq91w81AmKuv1vvA8yGHfY,45.76.83.30:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2777,2fBhXgrFDvQmBwBRhduh7WcXNunTKPGinuEmdThC3gXT,[2001:19f0:6c01:bda:5400:3ff:fe67:9605]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2780,58UM5whSAK9n3z6eZVWEPzk4Lwmh4CQsMbYQs1dD9ZVC,79.133.120.13:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
2782,J4apFvyHAU7W5DGBEk272LwoVZkxCaQxdFDmxyDLgLR,209.250.245.213:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2783,fsLr7i7djajXLgDvf7LqpyHWtmhQvWhZzaRnMWFcvHt,[2a01:4f8:c17:c4e4::18]:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
2786,WJ7o3X1DJ6F4TtNWsPocjw67FJoT4pMkN6hwr4g73aC,178.18.248.0:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
2788,ETCSZuHPAvhQNZuZtP184Ed8aD5CDr6gyS4ES6x3k7YQ,161.35.90.228:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2790,HPnbZYLeJEj3R6QPAkTDios8KjTLViNgXkjCRpau2r1P,206.189.100.242:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2791,3ntmBfqom9vScad3btuz3Tbh68a3AgCPQmWqvpzqXfRS,167.71.7.151:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2794,4sFfP7ZrrkNkRc9QNFoVJ8FeJuCHXaQKv27CbsYGZQR2,78.47.184.127:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2796,GQvT2MSp3f3xsG7p8ztHgC9reFKEjRWDAPYZ6dTp8iPg,136.244.68.230:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2797,2u6d3k4iE9QTbwme8DFYp1oxbMkdH9xvJKZ1xHGWtHZL,49.12.40.96:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2799,Bdn3cTiTVHVp3RcTqLkGgP5k3ejpxDu2kMVAk8WnHPzb,78.47.132.122:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2801,E5EDJhWPA5jJMWNHymgWyvX9d2mjavJhqLQb3BYx5YLJ,188.166.124.169:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2802,6yMcwdD4ZUh8DsgBbZZtZguka1zqnJFmiKvgNzJsD3S9,138.68.163.136:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2803,Hwxw3fT7z3PY2uqUXEbYxE2Z7TFys5J8h5BeDfzh8ZMP,138.201.185.11:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.0
2804,9dy12wA2Ki4oh7vwTz5YPzJQxy7LH7FC4BtuUocHToHQ,178.128.252.226:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2806,4jkzY3Hwq37c3Q95G65X2Lc5moFpPB8wyCEYXfXTxxPP,80.240.25.219:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2808,HiBv4Eu4EMva9AAHsMZ14hu6f9Ld6znyukdzEoQ4TjKx,157.230.20.187:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2812,SWw3RMW4fhkJpEBsRb5CXdBhN2vxUVrqV8tpoVEtPWV,178.18.253.41:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
2813,6BiY22U5LnQAgs9rrsV5YK68VA6T69RYu4UbbvS1SpVK,209.250.236.141:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2814,AecJ4Hgyzj6zbqLdPDr6kuTVLjxQrV99FVaigsXgAYok,45.76.87.211:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2815,DB6QRcxoJgST6sbs714y1qEuBmSaUGYLRYsVSPCXimku,[2a01:4f8:c17:2601::5]:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2818,2thovw48EEUpD5GFL1rEsfDdj4gnWpq3KGxWb9LQuy1G,188.34.200.203:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2820,2tC9S7NhjKE7NeVLLvDiC7tNUpUFVgANRCCd71tM5siR,45.14.50.33:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2821,GEGWFZUi6mLLb2xpmaFQZEd6y9y2TiSXw38oitiF8Kqj,128.199.55.136:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2825,7TXmevANjt9hS9zJuF6feMFvUTQnZpi5kSpBSjXAE95A,140.82.55.46:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
2826,9EUcWouGPbSjH1CE2tQJWUfdD3eUn4cq9XWkg8hA6nYW,157.90.249.245:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2827,HeErED2MHM4Mw2mCjz4r3zrVjpVv5BZdWPPrcU23nAo9,162.55.188.194:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2834,GZ82uMaxh57RHq5qzFShHUbuPzeNXkGiqAmLs82HRFQr,136.244.94.75:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2838,ikV2fWGEw6dB1vYS8Qq341mma2mU5oCWLpzPPrGNgk9,64.227.69.120:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2839,9tu3wHeYuF7A7QHpwiwP9trD2MiqKvkGpF2gvEaieDEt,206.189.96.106:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2841,5bEEKsSajiCaGkLpQj6d4BEWzg3Fs6PpMCRKk7cu5ebc,167.71.77.18:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2844,H9Wwj4HSXuSYZUvpAAEd3qrwiQe5SexcejD9PgesHvzH,206.189.11.85:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2850,QMo5QnAm7vuPoU5Vq3ERDqbMf8QdAY3gdg5dwEe6TRm,199.247.26.165:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2852,7ZtBo76We1ggmwECUJdZnQaT835ME4XajoLTQQTfQh14,167.71.7.58:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2853,4rrXoh5JJXMdcMAuKUbYwx3ersUSxvweHd6kSfEDJozQ,95.179.241.65:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2854,3n1TZhYhAqaPWKKZbpKbHhAprvn8TT4yrAFCmv8McSdw,91.90.193.192:1789,Geneva,46.2,6.15,Switzerland,CHE,0.10.1
2856,Cvty1oP6e7vSi4cNKMWhuMDcs3RBA8pGXPXHA1eJCWhy,188.34.193.150:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2858,4x4EqzmVNQYscPrLvALTmAAwxJAMjZUxcYEGbsAvbEe5,167.99.213.245:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2868,AS3ngd8u2uVeymWWYMPcbZBFKbrSa1BeHJzb3QF8xnB3,178.62.205.153:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2869,C4gQEswqTSJ6vUW2hLqQgRjhfB2BQLTidFCckCb3AKqG,188.40.243.150:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
2874,4VPD2Th8pfWik4f7aFhLftZNJGQpb7odGq2hAh6vJmxy,167.99.241.220:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2877,F1gbjhXQMsCuDp9m4BkBcuECQ2xu18YKNCUFFGiWg8pm,167.71.68.176:1789,Poltava,49.5744,34.5686,Ukraine,UKR,0.10.1
2880,44xZ79V6SfjxtBFd4KM5rW1PbB3zscXP8QDWfSwmRmQv,78.47.63.157:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2881,CCKDUHcssXjf8dmCbuLgsnoMv6LcfycusjZ7y6gn1fWj,161.97.93.76:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2892,2c3dRMKgrjLdqDT8pmZpSWaCMEzw3XRBiLrKWH8H9oGe,[2a01:4f9:c010:6912::17]:1789,Toulouse,43.6045,1.444,France,FRA,0.10.1
2895,BjDd3Z3xbXAkytFkJApNyp1KvbHxz6Cke27KJbpgdTCz,167.172.33.65:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2898,7fEYfRb6j3stdigYBkZ16SNd2s1hjiVvcsyYR15EEqqj,45.79.251.62:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2900,4xQ9V4KzF7mngjCFMxwV7oG71knudLbX1sGS35oxTLhi,78.141.196.65:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2903,7jJUEaxVJCJfiQJaWDFmYnKzwbarTSfYVc9T3taYubea,78.141.213.215:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2905,DsWSeZexA4zFskbszXxWiTXdD8nkSDdVWSWyjv4zft4s,159.69.21.208:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2909,7CVmGYVMYBXM1doWSGc3cB4fZv5uWAUcAsm1U9cnsmbz,95.111.230.218:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
2912,4d8epk2qaXvzdrL8yfyHLB6yk8xy2Mfjgg5RhAbHr5EE,64.225.66.184:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2913,8o5fQLfv3pMD2FbRGAWVtzALcBE9wGJoswuB18m3ythk,68.183.14.132:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2916,7BF6QP1kqDpvo8MzX33arM3BNQbJME9vvFRXBqpmaEDY,108.61.173.212:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2917,woggJr77a7PLF4DTdyYzTLZkokSFY1zQEXkwbQxXqzp,178.62.238.229:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2921,Re4fMfB9ii3y4WdWM5UqFev5ov4dZcBBrPXyvCCxqTQ,139.59.179.31:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2923,5YCLZYw6gUkRVyfXjbak3gsV8uG5kt8eGyypXYauAkxZ,159.89.12.46:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2924,2nNtyDjHxXK6JqPErkRS3ciQsQ9davDptuHxDh3W6VWg,167.172.34.80:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
